1000
T Rho Ye Ym Mue Mum Mun Mup Un Up
6.1834803e+00 2.4198934e+11 1.7203689e-01 1.6931356e-02 1.1309668e+01 7.5843946e+01 9.1374235e+02 9.0289494e+02 1.6939462e-01 1.1559481e-01 
2.6535166e+01 4.3814965e+14 2.5400317e-01 8.7128086e-02 2.3873082e+02 1.8940912e+02 9.7301203e+02 9.1749485e+02 2.7828360e+02 2.5859628e+02 
4.3778465e+01 1.5278306e+14 2.4229296e-01 9.8189888e-02 1.3585985e+02 1.1190855e+02 8.8365256e+02 8.3002002e+02 1.0051219e+02 8.3367619e+01 
1.7167131e+01 5.1102145e+14 2.6417190e-01 2.5356624e-02 2.6089386e+02 1.5198084e+02 1.0035530e+03 9.3018868e+02 3.2377043e+02 2.9990468e+02 
3.0645771e+01 8.5492054e+13 1.6323167e-01 8.5744651e-02 9.9673911e+01 1.0988965e+02 9.0089602e+02 8.4037949e+02 5.5827474e+01 3.9885278e+01 
2.3660189e+01 8.4120592e+13 1.1701757e-01 2.1881599e-02 9.4007746e+01 8.4537526e+01 9.2234852e+02 8.4321776e+02 5.9413065e+01 3.7087103e+01 
1.9261641e+01 4.2726442e+14 2.6454833e-01 2.2711976e-02 2.4445804e+02 1.3997390e+02 9.7905591e+02 9.0786282e+02 2.7342754e+02 2.4656558e+02 
3.1582190e+01 1.4315274e+14 1.4457256e-01 3.5023972e-02 1.1865677e+02 9.3663478e+01 9.2109160e+02 8.2747418e+02 1.0085912e+02 6.8616743e+01 
3.1910709e+01 1.1535785e+14 1.5619507e-01 4.8718807e-02 1.1074913e+02 9.6993271e+01 9.1088495e+02 8.3043752e+02 7.9493100e+01 5.4642306e+01 
5.2684673e+01 3.1289431e+14 2.0800062e-01 7.3120741e-02 1.6421318e+02 1.1563631e+02 9.2026138e+02 8.2950266e+02 2.0463333e+02 1.7473860e+02 
4.2491508e+01 1.8463420e+14 1.9108760e-01 6.5519871e-02 1.3463011e+02 1.0399924e+02 9.0591256e+02 8.2085595e+02 1.2686400e+02 9.7670919e+01 
2.5155470e+01 5.8599333e+14 2.4700627e-01 9.5922766e-02 2.6308966e+02 2.1321764e+02 1.0206798e+03 9.6222690e+02 3.6815484e+02 3.5244866e+02 
1.0525326e+01 1.8080648e+13 7.1538158e-02 4.5233360e-02 4.9738146e+01 1.0371883e+02 9.2929452e+02 8.9111390e+02 1.1669692e+01 6.8870866e+00 
3.6305279e+01 1.5492202e+14 1.6728105e-01 8.4740050e-02 1.2458745e+02 1.2183952e+02 9.0935343e+02 8.3217429e+02 1.0590063e+02 7.9188539e+01 
2.2929989e+01 8.4735524e+14 2.3095536e-01 5.2532405e-02 2.9363796e+02 2.0135640e+02 1.1443714e+03 1.0530186e+03 5.2921142e+02 5.1669511e+02 
9.6508799e+00 1.0350159e+13 7.7508427e-02 6.4367216e-02 4.1570293e+01 1.0319057e+02 9.2653378e+02 8.9662619e+02 6.3952173e+00 3.8538123e+00 
5.1396950e+01 4.9920633e+14 2.3788333e-01 3.2448287e-02 2.1943984e+02 9.8236738e+01 9.8505101e+02 8.8567445e+02 3.1694917e+02 2.9003340e+02 
2.0079391e+01 4.2303851e+13 1.2043981e-01 2.5879334e-02 7.3959620e+01 8.2904010e+01 9.1643852e+02 8.5751870e+02 2.8491619e+01 1.7717839e+01 
3.4301750e+01 5.7847230e+14 2.4136476e-01 9.0596129e-02 2.5309265e+02 1.9932830e+02 1.0167772e+03 9.5151278e+02 3.6387915e+02 3.4677503e+02 
1.6024719e+01 1.5426924e+13 1.3353947e-01 7.5112357e-02 5.2943400e+01 9.5663348e+01 9.1067193e+02 8.7746447e+02 9.3762720e+00 6.2414081e+00 
2.3241875e+01 7.6862272e+14 2.3563550e-01 6.2566376e-02 2.8569318e+02 2.0550344e+02 1.1036216e+03 1.0217776e+03 4.8058776e+02 4.6650805e+02 
6.6138487e+00 3.1251880e+11 1.6488166e-01 4.4163556e-02 1.2187930e+01 8.1123626e+01 9.1272509e+02 9.0200490e+02 2.1514782e-01 1.5010158e-01 
2.6559441e+01 6.6210796e+13 1.4790764e-01 8.0955446e-02 8.9604370e+01 1.0810941e+02 9.0539780e+02 8.4877604e+02 4.2700181e+01 2.9482556e+01 
8.3446188e+00 2.3345116e+12 1.1324777e-01 7.5828638e-02 2.6302177e+01 9.3362293e+01 9.1873350e+02 9.0165001e+02 1.4769141e+00 9.6595023e-01 
1.2790541e+01 1.8638776e+13 8.9922838e-02 4.1671215e-02 5.2543785e+01 9.7558966e+01 9.2395609e+02 8.8354106e+02 1.2078441e+01 7.3006451e+00 
2.9969166e+01 5.7693226e+13 1.8760037e-01 8.4978325e-02 8.8713306e+01 9.6986742e+01 8.9064877e+02 8.4199464e+02 3.5973356e+01 2.6317584e+01 
4.9663769e+01 2.2370549e+14 2.2739369e-01 8.1077995e-02 1.4946341e+02 1.0873500e+02 8.9653321e+02 8.2381835e+02 1.5009653e+02 1.2546123e+02 
6.3812971e+00 2.7975290e+11 1.6463535e-01 4.3618248e-03 1.1721919e+01 6.6826063e+01 9.1370340e+02 9.0159413e+02 1.9793228e-01 1.3194069e-01 
1.9489439e+01 5.4079819e+14 2.5837275e-01 7.3468759e-02 2.6294351e+02 1.9792961e+02 1.0073637e+03 9.4750295e+02 3.4078288e+02 3.2267150e+02 
1.3948701e+01 1.5573736e+13 1.0977840e-01 1.2271053e-03 5.1401908e+01 4.1159190e+01 9.1965761e+02 8.7532964e+02 1.0573288e+01 6.3379399e+00 
2.1485638e+01 5.8554799e+14 2.5214466e-01 5.5194591e-02 2.6700243e+02 1.8569033e+02 1.0261633e+03 9.5525852e+02 3.6859002e+02 3.4922119e+02 
2.4234692e+01 4.8880543e+14 2.5347039e-01 4.5621660e-02 2.4958595e+02 1.6537216e+02 9.9411361e+02 9.2272879e+02 3.1019503e+02 2.8668624e+02 
5.1734718e+01 3.2972333e+14 2.3490597e-01 5.3269443e-02 1.8029680e+02 1.0206574e+02 9.2590446e+02 8.3838157e+02 2.1466010e+02 1.8584089e+02 
3.3197826e+01 3.2740304e+14 2.5460124e-01 8.7510523e-02 2.0921597e+02 1.6563938e+02 9.4006747e+02 8.8544844e+02 2.1085545e+02 1.8956633e+02 
3.9832443e+01 1.5126675e+14 1.8760230e-01 2.3636908e-02 1.2470899e+02 5.7871466e+01 9.0595967e+02 8.1099103e+02 1.0549758e+02 7.5108731e+01 
2.9826435e+01 7.7908786e+13 1.6286148e-01 7.3944305e-02 9.6348943e+01 1.0299851e+02 9.0124167e+02 8.4007600e+02 5.0962011e+01 3.5760403e+01 
3.6903992e+01 1.7469380e+14 1.6465773e-01 4.8778474e-02 1.3001562e+02 1.0126990e+02 9.1741736e+02 8.2359763e+02 1.2168735e+02 8.8469147e+01 
1.1190006e+01 2.3719685e+13 7.0822902e-02 9.7175034e-02 5.4618436e+01 1.1743895e+02 9.2873646e+02 8.9366452e+02 1.3969111e+01 8.5767327e+00 
2.6336384e+01 4.8181627e+13 1.6614628e-01 4.5414029e-02 8.1453704e+01 8.1395376e+01 9.0011735e+02 8.4412189e+02 3.1175370e+01 2.1061182e+01 
2.5299021e+01 5.6057843e+14 2.4863848e-01 4.2155078e-02 2.5951684e+02 1.6672823e+02 1.0187011e+03 9.4123523e+02 3.5367769e+02 3.3164760e+02 
4.4414452e+01 1.8094147e+14 2.0387995e-01 5.0515141e-02 1.3461137e+02 8.5607140e+01 9.0151534e+02 8.1406874e+02 1.2449701e+02 9.5380099e+01 
4.8586716e+01 2.9411386e+14 2.4458201e-01 4.5129927e-03 1.7867321e+02 1.4578443e+01 9.2500964e+02 8.2443064e+02 1.9458677e+02 1.6027031e+02 
2.4277922e+01 3.3792668e+14 2.6198691e-01 9.9538331e-03 2.2141895e+02 9.9278342e+01 9.5731986e+02 8.8277571e+02 2.2018111e+02 1.8927545e+02 
1.9821199e+01 3.5504116e+13 1.2693645e-01 6.1958453e-02 7.0201265e+01 9.9265775e+01 9.1244737e+02 8.6430029e+02 2.2575825e+01 1.4689116e+01 
7.6109200e+00 2.9971372e+12 8.5163482e-02 4.8818128e-02 2.6964164e+01 9.4117394e+01 9.2393505e+02 9.0293246e+02 1.9524077e+00 1.1860471e+00 
2.9330526e+01 7.7980735e+14 2.3231977e-01 5.7234904e-02 2.8211470e+02 1.9524402e+02 1.1091398e+03 1.0217627e+03 4.8731642e+02 4.7295446e+02 
5.6278024e+00 1.1315409e+11 2.1158856e-01 7.8155053e-03 8.5309988e+00 7.0731783e+01 9.1244191e+02 9.0375913e+02 7.8948158e-02 5.6172639e-02 
2.0159542e+01 3.1548468e+13 1.3667750e-01 2.5158445e-02 6.8237938e+01 7.5699861e+01 9.1091044e+02 8.5840153e+02 2.0748380e+01 1.3148610e+01 
2.3662477e+01 7.5925432e+14 2.3642550e-01 4.7318073e-02 2.8458736e+02 1.8905773e+02 1.1014784e+03 1.0138602e+03 4.7484684e+02 4.5937987e+02 
9.1460295e+00 5.3350939e+12 9.2000507e-02 6.7778026e-02 3.3990783e+01 9.7806596e+01 9.2260230e+02 8.9897291e+02 3.3169023e+00 2.0599861e+00 
5.2229050e+01 4.1628450e+14 2.3835479e-01 4.8799464e-02 2.0152120e+02 1.0946354e+02 9.5302095e+02 8.6238921e+02 2.6669409e+02 2.3924132e+02 
4.8497131e+01 3.0424367e+14 1.8782863e-01 4.8528546e-02 1.6028195e+02 9.9992414e+01 9.2974386e+02 8.2288468e+02 2.0126174e+02 1.6506631e+02 
1.0914871e+01 1.2843367e+13 8.3935797e-02 9.2761118e-02 4.5525038e+01 1.0790821e+02 9.2418993e+02 8.9477975e+02 7.5740921e+00 4.7283598e+00 
3.0644739e+01 7.2615759e+13 1.7427085e-01 2.1230894e-02 9.4942622e+01 5.7173823e+01 9.0046944e+02 8.2851084e+02 4.9083832e+01 3.2761646e+01 
5.4688911e+01 4.8545156e+14 2.3221397e-01 9.1851850e-02 2.1001422e+02 1.5586608e+02 9.6912849e+02 8.9260630e+02 3.0756950e+02 2.8676349e+02 
3.1522392e+01 5.1818458e+14 2.4624152e-01 5.2246929e-03 2.4705185e+02 7.2424476e+01 1.0072542e+03 9.1269961e+02 3.2886904e+02 3.0063379e+02 
2.6040684e+01 7.7109521e+14 2.3388986e-01 1.2324692e-02 2.8371750e+02 1.2869139e+02 1.1122112e+03 1.0072616e+03 4.8181972e+02 4.6397409e+02 
6.1906281e+00 2.5288520e+11 1.6924176e-01 9.7285856e-02 1.1505279e+01 8.6979039e+01 9.1327249e+02 9.0528575e+02 1.6850534e-01 1.2567944e-01 
3.9262875e+01 1.0170384e+14 2.4102058e-01 7.0250683e-02 1.1665303e+02 8.7689221e+01 8.8013979e+02 8.2600308e+02 6.5475398e+01 5.1182484e+01 
5.4521378e+01 4.1605986e+14 2.3204647e-01 6.5287719e-02 1.9574160e+02 1.2237939e+02 9.4861948e+02 8.6099591e+02 2.6624346e+02 2.4012912e+02 
3.7433578e+01 1.2075617e+14 1.8767111e-01 8.7864010e-02 1.1494594e+02 1.0966911e+02 8.9461263e+02 8.2854674e+02 8.0417249e+01 6.0559302e+01 
4.4385685e+01 4.0547444e+14 2.4646963e-01 6.2818276e-03 2.1237074e+02 3.4783067e+01 9.6253365e+02 8.6274016e+02 2.6140225e+02 2.2907717e+02 
2.0611315e+01 4.1022302e+13 1.2671213e-01 5.7919675e-02 7.3877949e+01 9.9152480e+01 9.1299992e+02 8.6135878e+02 2.6433128e+01 1.7136615e+01 
3.9575848e+01 2.1453407e+14 2.5785542e-01 7.2373565e-02 1.7045639e+02 1.2295058e+02 9.1030299e+02 8.5215068e+02 1.4374899e+02 1.2192831e+02 
1.9517147e+01 4.8141101e+14 2.5918010e-01 6.0809047e-02 2.5284001e+02 1.8263023e+02 9.9030515e+02 9.2824670e+02 3.0520850e+02 2.8404347e+02 
3.9743801e+01 1.1079642e+14 2.2425851e-01 4.7288788e-02 1.1668987e+02 7.3259819e+01 8.8651015e+02 8.1855984e+02 7.3775747e+01 5.5101055e+01 
3.1896429e+01 5.8260507e+14 2.4278544e-01 4.5292629e-02 2.5625741e+02 1.6326133e+02 1.0253245e+03 9.4332580e+02 3.6714227e+02 3.4557145e+02 
2.1637577e+01 6.2812897e+14 2.4625951e-01 7.1950314e-02 2.7127573e+02 2.0327777e+02 1.0406970e+03 9.7237220e+02 3.9438768e+02 3.7748114e+02 
3.4263824e+01 1.5867349e+14 1.5436909e-01 2.6476675e-02 1.2428255e+02 7.9907041e+01 9.2064092e+02 8.2076078e+02 1.1191761e+02 7.7277319e+01 
1.9969505e+01 2.7582221e+13 1.4312387e-01 3.4126030e-02 6.5659183e+01 7.9983342e+01 9.0863568e+02 8.6065365e+02 1.7802981e+01 1.1484478e+01 
5.4271244e+01 5.5746612e+14 2.3197617e-01 4.0405519e-02 2.2392657e+02 1.1108692e+02 1.0043468e+03 9.0286275e+02 3.5205596e+02 3.2759702e+02 
6.3852673e+00 7.0209254e+11 1.2414438e-01 9.4424615e-02 1.7162511e+01 9.2562974e+01 9.1874078e+02 9.0793885e+02 4.5626277e-01 3.1363150e-01 
4.7929314e+01 3.2525425e+14 2.4749969e-01 4.3523872e-03 1.8904066e+02 1.6172893e+01 9.3472677e+02 8.3439677e+02 2.1333140e+02 1.7935659e+02 
6.8478255e+00 1.0293461e+12 1.1705475e-01 5.9055323e-02 1.9558748e+01 9.0197192e+01 9.1944467e+02 9.0545945e+02 6.8218080e-01 4.4452325e-01 
2.4927155e+01 4.0981257e+13 1.6551033e-01 3.9070231e-02 7.7067842e+01 7.7003710e+01 9.0096711e+02 8.4726951e+02 2.6431542e+01 1.7688854e+01 
9.7852106e+00 9.6680815e+12 8.0409266e-02 3.4592615e-02 4.0828861e+01 9.5192159e+01 9.2622144e+02 8.9358442e+02 6.3063710e+00 3.7388295e+00 
6.8123512e+00 1.3327976e+12 9.7948723e-02 9.2361442e-02 2.0446960e+01 9.5381116e+01 9.2099894e+02 9.0724441e+02 8.4998697e-01 5.5566840e-01 
5.0944172e+01 3.1624730e+14 1.9747365e-01 7.4411032e-02 1.6356611e+02 1.2124173e+02 9.2499753e+02 8.3134337e+02 2.0696506e+02 1.7575700e+02 
2.7591690e+01 6.2711536e+14 2.4308078e-01 6.5107293e-03 2.6640591e+02 9.6879418e+01 1.0487471e+03 9.5121986e+02 3.9438649e+02 3.7066349e+02 
3.7234032e+01 2.1579709e+14 2.5899532e-01 2.9319157e-02 1.7416378e+02 8.7867853e+01 9.1900979e+02 8.4784651e+02 1.4628463e+02 1.1904556e+02 
2.3148777e+01 3.6404302e+13 1.5705375e-01 4.7093469e-02 7.3427048e+01 8.4211416e+01 9.0351195e+02 8.5338497e+02 2.3243958e+01 1.5510049e+01 
3.7357933e+01 1.0539859e+14 1.9984511e-01 1.7204261e-02 1.1085287e+02 4.1455044e+01 8.9524635e+02 8.1347193e+02 7.2214942e+01 5.0267268e+01 
3.1132137e+01 5.1463664e+14 2.4669813e-01 6.9317971e-03 2.4690742e+02 8.2907074e+01 1.0059073e+03 9.1260838e+02 3.2667384e+02 2.9855248e+02 
5.2930691e+01 2.8889641e+14 2.1595095e-01 5.0952723e-02 1.6035332e+02 8.9220712e+01 9.1435991e+02 8.1810782e+02 1.9058065e+02 1.5879858e+02 
7.0464978e+00 1.2667557e+11 2.5541690e-01 9.0325049e-02 8.0118479e+00 7.7461339e+01 9.0274298e+02 8.9683641e+02 8.2920833e-02 6.8786502e-02 
1.9641056e+01 2.7414017e+13 1.4086555e-01 1.1831462e-02 6.5458243e+01 5.9145151e+01 9.1044004e+02 8.5842845e+02 1.8192871e+01 1.1430767e+01 
5.0837971e+01 2.9497372e+14 2.3603565e-01 8.6711196e-04 1.7264455e+02 2.4716366e+00 9.2344829e+02 8.1499189e+02 1.9560030e+02 1.5953454e+02 
2.6494287e+01 7.2141492e+13 1.4320272e-01 9.9675962e-02 9.2029725e+01 1.1804429e+02 9.0647034e+02 8.5187596e+02 4.6172723e+01 3.2469488e+01 
8.7017775e+00 4.2619235e+12 9.3251668e-02 4.7612502e-02 3.1426673e+01 9.3467229e+01 9.2263659e+02 8.9905585e+02 2.7451207e+00 1.6813692e+00 
5.8486094e+00 1.0239263e+11 2.2915360e-01 6.2595169e-02 8.0174450e+00 8.0606490e+01 9.0988096e+02 9.0324452e+02 6.8883498e-02 5.3450393e-02 
2.7450842e+01 8.0354818e+14 2.3361097e-01 5.6363929e-02 2.8689627e+02 1.9809719e+02 1.1206513e+03 1.0330345e+03 5.0185354e+02 4.8831468e+02 
3.4685486e+01 1.0522948e+14 1.7897213e-01 9.8857072e-03 1.0887260e+02 3.2978888e+01 9.0352592e+02 8.1616363e+02 7.3209324e+01 4.9180735e+01 
2.5411572e+01 6.5160119e+13 1.4044334e-01 9.8943333e-02 8.8434011e+01 1.1657170e+02 9.0705577e+02 8.5441398e+02 4.1388746e+01 2.8892669e+01 
2.2222271e+01 4.1317867e+14 2.6164117e-01 4.0628110e-02 2.3906257e+02 1.5580118e+02 9.7264115e+02 9.0604709e+02 2.6435455e+02 2.3905557e+02 
3.9080917e+01 6.8758272e+14 2.3456748e-01 9.7061951e-02 2.6284855e+02 2.0971170e+02 1.0585394e+03 9.8891850e+02 4.3060509e+02 4.1660114e+02 
3.6554775e+01 1.5384382e+14 1.6898094e-01 9.7093293e-02 1.2439946e+02 1.2734152e+02 9.0711039e+02 8.3441574e+02 1.0442265e+02 7.9301910e+01 
5.3771065e+01 3.7657948e+14 2.3346284e-01 6.7965992e-03 1.8836744e+02 2.0477559e+01 9.4431804e+02 8.3104803e+02 2.4439463e+02 2.0946582e+02 
4.5759426e+01 1.8329390e+14 2.1283594e-01 4.3863711e-02 1.3632472e+02 7.6087975e+01 8.9932070e+02 8.1121325e+02 1.2607972e+02 9.7044879e+01 
1.2563504e+01 1.2764213e+13 1.0294422e-01 9.1293185e-02 4.7389017e+01 1.0414490e+02 9.1912775e+02 8.8958624e+02 7.5756655e+00 4.8822657e+00 
5.8389072e+00 3.1301937e+11 1.4745331e-01 4.8446812e-02 1.2716841e+01 8.5729336e+01 9.1705635e+02 9.0679058e+02 2.1509825e-01 1.4652680e-01 
2.9592672e+01 5.8859702e+14 2.4421141e-01 1.7043529e-02 2.5949081e+02 1.2407616e+02 1.0317498e+03 9.3966933e+02 3.7099952e+02 3.4682301e+02 
6.2413311e+00 5.5467416e+11 1.2966658e-01 9.3095067e-02 1.5668826e+01 9.1479364e+01 9.1801769e+02 9.0782658e+02 3.6435166e-01 2.5318344e-01 
2.8635328e+01 9.4985265e+13 1.4522277e-01 3.7189594e-02 1.0213545e+02 8.9493679e+01 9.1313710e+02 8.3514976e+02 6.5561246e+01 4.3335488e+01 
3.4771507e+01 1.0671041e+14 1.7733893e-01 1.3990520e-02 1.0899938e+02 4.2959838e+01 9.0363730e+02 8.1664145e+02 7.4205852e+01 5.0042577e+01 
7.3232322e+00 1.4901358e+12 1.1012274e-01 4.0444780e-02 2.2112217e+01 8.8237549e+01 9.2011985e+02 9.0312089e+02 9.9637979e-01 6.2826678e-01 
2.1740337e+01 6.2452173e+14 2.5064242e-01 2.4656462e-02 2.7234352e+02 1.5301562e+02 1.0452373e+03 9.6037569e+02 3.9266048e+02 3.7144142e+02 
2.6982016e+01 5.3566778e+13 1.6390133e-01 3.6351284e-02 8.4281293e+01 7.6062881e+01 9.0150745e+02 8.4068224e+02 3.5255266e+01 2.3520243e+01 
2.2740440e+01 4.3762307e+13 1.4058022e-01 6.5671174e-02 7.6751137e+01 9.8733738e+01 9.0781598e+02 8.5664301e+02 2.7902492e+01 1.8615155e+01 
5.3433563e+01 5.0205477e+14 2.3488715e-01 4.9995208e-02 2.1606341e+02 1.1973748e+02 9.8209554e+02 8.8806883e+02 3.1832111e+02 2.9326022e+02 
2.1783600e+01 6.3173312e+14 2.4975516e-01 2.8371516e-02 2.7307207e+02 1.5895376e+02 1.0476985e+03 9.6363309e+02 3.9702994e+02 3.7636939e+02 
5.1460400e+01 4.0447865e+14 2.4048984e-01 9.8305285e-02 2.0078206e+02 1.5407266e+02 9.4261500e+02 8.7549594e+02 2.5793200e+02 2.3710342e+02 
3.1457968e+01 7.1139315e+14 2.3601958e-01 8.3425771e-02 2.7307268e+02 2.1059867e+02 1.0729001e+03 9.9990954e+02 4.4516665e+02 4.3088513e+02 
6.2027717e+00 5.3208246e+11 1.3016303e-01 3.6743807e-02 1.5404838e+01 8.5475077e+01 9.1849301e+02 9.0595417e+02 3.6622028e-01 2.3923290e-01 
7.8343477e+00 3.7256162e+12 8.3171897e-02 1.0477552e-02 2.9176991e+01 8.2662688e+01 9.2523708e+02 8.9917877e+02 2.5523702e+00 1.4983768e+00 
2.1965540e+01 8.5369884e+14 2.3105997e-01 9.4071393e-02 2.9492082e+02 2.3902567e+02 1.1406790e+03 1.0671949e+03 5.3324729e+02 5.2338997e+02 
2.6712547e+01 8.0773906e+14 2.3166037e-01 3.2005228e-02 2.8701884e+02 1.6923031e+02 1.1270081e+03 1.0278715e+03 5.0436040e+02 4.8918736e+02 
4.8439583e+01 2.9164096e+14 2.4507956e-01 5.8602666e-02 1.7835422e+02 1.0820291e+02 9.1718966e+02 8.4028522e+02 1.9069972e+02 1.6405525e+02 
2.3118172e+01 8.4246441e+14 2.3153538e-01 9.6544878e-02 2.9320923e+02 2.3913411e+02 1.1345962e+03 1.0626088e+03 5.2638781e+02 5.1641608e+02 
9.6573839e+00 5.1987087e+12 1.0186539e-01 7.5946669e-02 3.4461996e+01 9.7339826e+01 9.2037511e+02 8.9775781e+02 3.1949695e+00 2.0327354e+00 
1.2310646e+01 9.2153294e+12 1.1426793e-01 8.7107376e-02 4.3088694e+01 9.9254145e+01 9.1649875e+02 8.8997519e+02 5.5232872e+00 3.6176521e+00 
3.1757950e+01 3.9751624e+14 2.5153562e-01 7.6485433e-02 2.2551975e+02 1.7083896e+02 9.6080035e+02 8.9958737e+02 2.5412811e+02 2.3185058e+02 
4.3051369e+01 1.6200434e+14 2.0365611e-01 9.5541224e-02 1.2927898e+02 1.1518130e+02 8.9315954e+02 8.2507823e+02 1.0911684e+02 8.6747774e+01 
2.5514952e+01 7.2264133e+14 2.4161863e-01 1.6044376e-02 2.8081487e+02 1.3689125e+02 1.0878090e+03 9.9030009e+02 4.5189819e+02 4.3295956e+02 
2.3324759e+01 5.8984108e+14 2.4806707e-01 7.7610393e-02 2.6516976e+02 2.0260099e+02 1.0248289e+03 9.6022256e+02 3.7081181e+02 3.5345716e+02 
1.9114676e+01 5.5081404e+13 1.0229526e-01 4.9790113e-02 7.8773760e+01 1.0604733e+02 9.2235777e+02 8.6288163e+02 3.7078339e+01 2.3173534e+01 
6.7715645e+00 1.0282319e+12 1.1333499e-01 1.3576029e-02 1.9343231e+01 8.0353921e+01 9.2029578e+02 9.0348531e+02 7.1379752e-01 4.4186581e-01 
1.8265999e+01 5.1346787e+14 2.5768480e-01 1.5008787e-02 2.5861358e+02 1.3428515e+02 1.0063356e+03 9.2642499e+02 3.2561815e+02 2.9984395e+02 
3.2296654e+01 5.5887141e+14 2.4371418e-01 1.4505843e-02 2.5242015e+02 1.1004328e+02 1.0202753e+03 9.2662248e+02 3.5308214e+02 3.2730518e+02 
2.7719557e+01 9.3381607e+13 1.4087664e-01 2.8894989e-02 1.0121446e+02 8.3580410e+01 9.1544351e+02 8.3565159e+02 6.4980708e+01 4.2272274e+01 
2.7523550e+01 6.8712598e+14 2.3882392e-01 3.9603958e-03 2.7352366e+02 8.4404103e+01 1.0745113e+03 9.7147780e+02 4.3067457e+02 4.0894040e+02 
2.7844398e+01 8.1563811e+14 2.3328252e-01 3.1292982e-02 2.8802631e+02 1.6718187e+02 1.1307764e+03 1.0313678e+03 5.0938077e+02 4.9455446e+02 
3.0924183e+01 3.6063495e+14 2.5392574e-01 1.1716261e-02 2.1893609e+02 8.9328975e+01 9.5947280e+02 8.7707488e+02 2.3413039e+02 2.0263684e+02 
1.9716532e+01 5.6833742e+13 1.0600944e-01 3.8176317e-02 8.0323497e+01 9.9202765e+01 9.2199255e+02 8.5915926e+02 3.8799795e+01 2.4081547e+01 
3.0618603e+01 3.5996255e+14 2.5420484e-01 5.9829791e-02 2.1913871e+02 1.5513887e+02 9.5365938e+02 8.8921456e+02 2.3190411e+02 2.0709594e+02 
2.5388100e+01 5.8917616e+14 2.4661937e-01 9.0564140e-02 2.6330406e+02 2.0981658e+02 1.0225673e+03 9.6180227e+02 3.7018327e+02 3.5397416e+02 
2.0599796e+01 5.5521520e+13 1.1303482e-01 6.5559217e-02 8.0585021e+01 1.0981761e+02 9.1817284e+02 8.6157037e+02 3.6493194e+01 2.3520565e+01 
5.2870716e+01 3.2278575e+14 2.0600906e-01 1.8240738e-02 1.6569849e+02 4.5739963e+01 9.3064592e+02 8.1245743e+02 2.1280131e+02 1.7481180e+02 
2.9752356e+01 5.3892440e+13 1.9180873e-01 5.5674808e-02 8.6977095e+01 8.1069609e+01 8.9131196e+02 8.3796886e+02 3.4261689e+01 2.4288114e+01 
2.0193815e+01 3.3863057e+13 1.3267028e-01 7.4448910e-02 6.9543662e+01 1.0158604e+02 9.0995344e+02 8.6498632e+02 2.1098157e+01 1.4028303e+01 
2.8937189e+01 1.0485830e+14 1.4330049e-01 6.3991220e-02 1.0585638e+02 1.1046366e+02 9.1338831e+02 8.3986909e+02 7.1467646e+01 4.8895639e+01 
2.2358511e+01 6.0391918e+14 2.4772082e-01 4.8732699e-02 2.6776677e+02 1.8028649e+02 1.0339729e+03 9.5802858e+02 3.7959068e+02 3.5970583e+02 
3.2068340e+01 6.5017223e+13 2.0099497e-01 9.6571109e-02 9.4212338e+01 1.0073839e+02 8.8601225e+02 8.3983023e+02 4.0192104e+01 3.0444843e+01 
5.9638391e+00 4.3435855e+11 1.3535152e-01 2.9365635e-02 1.4429190e+01 8.4056207e+01 9.1850098e+02 9.0643126e+02 3.0133316e-01 1.9682195e-01 
2.1075356e+01 8.7981351e+14 2.2925420e-01 7.0015703e-02 2.9761373e+02 2.2210240e+02 1.1583136e+03 1.0727823e+03 5.4927108e+02 5.3864991e+02 
6.1703963e+00 1.5304106e+11 2.0557141e-01 9.9180831e-02 9.3310402e+00 8.4051978e+01 9.1004700e+02 9.0345191e+02 1.0140783e-01 7.9698545e-02 
5.2049774e+01 3.8366346e+14 2.3872842e-01 2.3375406e-03 1.9452891e+02 8.0427556e+00 9.4874367e+02 8.3732843e+02 2.4858935e+02 2.1395552e+02 
1.5758265e+01 2.9499123e+13 9.9528410e-02 5.3173339e-02 6.2879802e+01 1.0191943e+02 9.2122798e+02 8.7502100e+02 1.9033382e+01 1.1802904e+01 
3.4774075e+01 6.8149850e+14 2.3621981e-01 7.4787965e-02 2.6637961e+02 1.9697391e+02 1.0605578e+03 9.8388259e+02 4.2704034e+02 4.1109152e+02 
1.0436180e+01 1.9097323e+13 6.9944181e-02 9.9831990e-02 5.0517989e+01 1.1557138e+02 9.2863875e+02 8.9637440e+02 1.1063494e+01 6.7726210e+00 
3.4944252e+01 5.5016548e+14 2.4243656e-01 2.0328413e-02 2.4826908e+02 1.1755098e+02 1.0152913e+03 9.2233056e+02 3.4759032e+02 3.2192616e+02 
5.5498395e+00 1.5352116e+11 1.8569893e-01 9.8079865e-02 9.7894161e+00 8.7132020e+01 9.1405433e+02 9.0735964e+02 1.0227251e-01 7.8009186e-02 
3.1400383e+01 6.0985126e+14 2.4176314e-01 2.1552657e-02 2.6054902e+02 1.3163573e+02 1.0389435e+03 9.4605129e+02 3.8367654e+02 3.6056798e+02 
2.3205748e+01 6.8671883e+14 2.4483126e-01 3.3880791e-04 2.7841335e+02 3.6661556e+01 1.0746501e+03 9.7425062e+02 4.3043471e+02 4.0892913e+02 
