1744
# Radius, Mass, Rho, T, Ye, Ym, Mu_e, Mu_mu, Mu_n, M_n_eff, U_n, Xn_val, Mu_p, M_p_eff, U_p, Xp_val
2.262500000000000000e+07 1.100362283093538451e+00 4.229526410097775459e+09 9.004414993013462043e-01 4.678203813935223887e-01 1.000000000000000424e-10 -1.779288089644542215e+00 8.329618788446515509e+01 9.304788848344463759e+02 9.395653500000003078e+02 6.499796599215880975e-05 6.493011981531631067e-03 9.289965794494424927e+02 9.382720099999999093e+02 -4.704884560445332653e-02 5.602669465596131319e-03
2.267500000000000000e+07 1.101045250533164266e+00 4.202830927828236103e+09 8.994095998991827878e-01 4.678770339253171540e-01 1.000000000000000424e-10 -1.780792838901248398e+00 8.331768519677416407e+01 9.304744884524847066e+02 9.395653500000003078e+02 6.419296398562614398e-05 6.407173522314264270e-03 9.290028424493917782e+02 9.382720099999999093e+02 -4.697884083602144045e-02 5.598237025539245029e-03
2.272500000000000000e+07 1.101726892124049506e+00 4.176233851089623451e+09 8.983891309738123443e-01 4.679335701760853339e-01 9.999999999999993902e-11 -1.782348421149181128e+00 8.333887724877909875e+01 9.304701119079060163e+02 9.395653500000003078e+02 6.340563166827837313e-05 6.323473886429304552e-03 9.290090751448269657e+02 9.382720100000009325e+02 -4.690867214498961602e-02 5.594360163657141269e-03
2.277500000000000000e+07 1.102407219808390515e+00 4.149902414397672653e+09 8.973250732870161617e-01 4.679899880302399451e-01 1.000000000000001070e-10 -1.783691620578214732e+00 8.336125069616471706e+01 9.304657337811224807e+02 9.395653500000003078e+02 6.260372966031602419e-05 6.239574067601499387e-03 9.290153322055491572e+02 9.382720099999999093e+02 -4.683576245897835832e-02 5.589635982167774977e-03
2.282500000000000000e+07 1.103086260323964840e+00 4.123923751891871929e+09 8.962686198795880577e-01 4.680462880307467710e-01 9.999999999999979685e-11 -1.785012718169627366e+00 8.338347565335615741e+01 9.304613893147552517e+02 9.395653499999992846e+02 6.181822864294794165e-05 6.157829795250405538e-03 9.290215412990357891e+02 9.382720099999999093e+02 -4.676257644385639622e-02 5.585328977724434915e-03
2.287500000000000000e+07 1.103764036251567715e+00 4.098268861118949413e+09 8.952333106078372849e-01 4.681024708662350209e-01 9.999999999999982270e-11 -1.786373302354633097e+00 8.340518944521843991e+01 9.304570849255658231e+02 9.395653500000003078e+02 6.105643889478080879e-05 6.078736628455509369e-03 9.290276873723644258e+02 9.382720100000009325e+02 -4.668976260845347781e-02 5.581768361582106243e-03
2.292500000000000000e+07 1.104440549151337825e+00 4.072807700668373585e+09 8.942139246610621983e-01 4.681585355579115371e-01 1.000000000000000553e-10 -1.787780659359041735e+00 8.342650175076765606e+01 9.304528124995167673e+02 9.395653500000003078e+02 6.031405412675047093e-05 6.001920851112427929e-03 9.290337850420826271e+02 9.382720099999999093e+02 -4.661698555223114937e-02 5.578833462296087752e-03
2.297500000000000000e+07 1.105115787044809395e+00 4.047457320634433270e+09 8.932071493467500511e-01 4.682144798402652630e-01 1.000000000000001200e-10 -1.789239778224813282e+00 8.344748182246877377e+01 9.304485670351670024e+02 9.395653499999992846e+02 5.958827439249578478e-05 5.927136249713897513e-03 9.290398434260074509e+02 9.382720099999999093e+02 -4.654402877838315078e-02 5.576446988909120918e-03
2.302500000000000000e+07 1.105789737457948174e+00 4.022214041979084015e+09 8.922127259841637903e-01 4.682703011612981414e-01 1.000000000000000553e-10 -1.790750548292853406e+00 8.346813560072386906e+01 9.304443484712496684e+02 9.395653500000003078e+02 5.887853683354284367e-05 5.854314836008659220e-03 9.290458627695143150e+02 9.382720099999999093e+02 -4.647088305619906379e-02 5.574595288920362358e-03
2.307500000000000000e+07 1.106462392195199929e+00 3.997102611856334686e+09 8.912314552607863982e-01 4.683259974086174671e-01 1.000000000000000941e-10 -1.792310746893637674e+00 8.348844739829488049e+01 9.304401584260708660e+02 9.395653500000012173e+02 5.818503169253584959e-05 5.783446643702917604e-03 9.290518402542015792e+02 9.382720100000009325e+02 -4.639761554214416606e-02 5.573285773898673315e-03
2.312500000000000000e+07 1.107133756647076694e+00 3.972202413182380199e+09 8.902661519396717349e-01 4.683815668063087689e-01 1.000000000000000295e-10 -1.793913828904141639e+00 8.350836071182696685e+01 9.304360018176279254e+02 9.395653500000003078e+02 5.750932536933065468e-05 5.714625463036939607e-03 9.290577670793545622e+02 9.382720099999999093e+02 -4.632443986609313669e-02 5.572564062928500421e-03
2.317500000000000000e+07 1.107803842285316254e+00 3.947547241010945320e+09 8.893178801818066859e-01 4.684370085168993447e-01 1.000000000000000424e-10 -1.795556187995011488e+00 8.352785527333213622e+01 9.304318806835908617e+02 9.395653500000012173e+02 5.685173668753156954e-05 5.647847581598676447e-03 9.290636395931599054e+02 9.382720099999999093e+02 -4.625145053165180542e-02 5.572440232298906358e-03
2.322500000000000000e+07 1.108472660843131452e+00 3.923136159912282467e+09 8.883864052290845192e-01 4.684923214874079922e-01 1.000000000000002492e-10 -1.797236738192754757e+00 8.354693730176194322e+01 9.304277949565603194e+02 9.395653500000003078e+02 5.621169660662339232e-05 5.583042678044578683e-03 9.290694579540620452e+02 9.382720099999989998e+02 -4.617864978670116471e-02 5.572899118450852507e-03
2.327500000000000000e+07 1.109140222070574389e+00 3.898955126925274372e+09 8.874710163876667890e-01 4.685475044416597123e-01 1.000000000000002492e-10 -1.798955463035131430e+00 8.356562260785956653e+01 9.304237437860396085e+02 9.395653500000003078e+02 5.558833711988015857e-05 5.520119643967870762e-03 9.290752237443754211e+02 9.382720099999980903e+02 -4.610600473154669032e-02 5.573917061300567334e-03
2.332500000000000000e+07 1.109806528256257474e+00 3.874958466821681499e+09 8.865698625768855257e-01 4.686025557966237987e-01 1.000000000000000424e-10 -1.800715063080542855e+00 8.358394985493443130e+01 9.304197244256731665e+02 9.395653500000003078e+02 5.498006171187084173e-05 5.458935582465813258e-03 9.290809419912516205e+02 9.382720099999999093e+02 -4.603339704658893083e-02 5.575450216431304326e-03
2.337500000000000000e+07 1.110471580562644611e+00 3.851137958463527679e+09 8.856824890247821935e-01 4.686574736129844876e-01 9.999999999999991317e-11 -1.802515399660171269e+00 8.360192926176530648e+01 9.304157364364186833e+02 9.395653500000003078e+02 5.438624640796939087e-05 5.399422319727719202e-03 9.290866135643304915e+02 9.382720100000009325e+02 -4.596080824276249643e-02 5.577481711684037675e-03
2.342500000000000000e+07 1.111135372903339080e+00 3.827450207096796989e+09 8.848071902301040126e-01 4.687122557755687424e-01 1.000000000000000295e-10 -1.804359474596752388e+00 8.361959595032915615e+01 9.304117773292914535e+02 9.395653500000003078e+02 5.380546893976930346e-05 5.341455609699085651e-03 9.290922430858711323e+02 9.382720099999999093e+02 -4.588812313377310659e-02 5.579972926788186009e-03
2.347500000000000000e+07 1.111797887109721605e+00 3.803824796261214733e+09 8.839406200216847198e-01 4.687668996352771233e-01 1.000000000000000036e-10 -1.806250045460457088e+00 8.363702196188231142e+01 9.304078429129193637e+02 9.395653500000003078e+02 5.323537653056762434e-05 5.284852925126109005e-03 9.290978386302188028e+02 9.382720099999999093e+02 -4.581511060700727000e-02 5.582854096387512496e-03
2.352500000000000000e+07 1.112459107947382675e+00 3.780278349070256710e+09 8.830186247449905990e-01 4.688214020944337923e-01 1.000000000000000166e-10 -1.807915166639504800e+00 8.365590683639403835e+01 9.304039230924104231e+02 9.395653499999992846e+02 5.264253366917785449e-05 5.227751910044458293e-03 9.291034500218653420e+02 9.382720099999999093e+02 -4.573803467074810669e-02 5.584652415545985488e-03
2.357500000000000000e+07 1.113119033814754077e+00 3.756888109698347569e+09 8.821106254853235962e-01 4.688757611280822690e-01 9.999999999999975807e-11 -1.809625990683742636e+00 8.367443398277309541e+01 9.304000394348395275e+02 9.395653499999992846e+02 5.206341518128632952e-05 5.172273082605647818e-03 9.291090097396736383e+02 9.382720099999999093e+02 -4.566090700029690197e-02 5.586935256594798699e-03
2.362500000000000000e+07 1.113777679675400645e+00 3.733746634268330574e+09 8.812199123017646629e-01 4.689299758105902605e-01 9.999999999999984855e-11 -1.811373920430215723e+00 8.369253829833810698e+01 9.303961969498720919e+02 9.395653500000012173e+02 5.149979628298497326e-05 5.118511321790023515e-03 9.291145082796494989e+02 9.382720099999999093e+02 -4.558400974665222094e-02 5.589751264302472711e-03
2.367500000000000000e+07 1.114435063223543354e+00 3.710866814120579720e+09 8.803466970218662979e-01 4.689840463852334995e-01 1.000000000000000295e-10 -1.813156405868665999e+00 8.371021759970687981e+01 9.303923958214670620e+02 9.395653499999992846e+02 5.095149086775966826e-05 5.066422854012439872e-03 9.291199449954308420e+02 9.382720099999999093e+02 -4.550739422203253781e-02 5.593094134336585102e-03
2.372500000000000000e+07 1.115091191757125344e+00 3.688187521947822571e+09 8.794884182997776412e-01 4.690379725301134783e-01 1.000000000000000036e-10 -1.814977259374431107e+00 8.372752548439559916e+01 9.303886320031090236e+02 9.395653500000003078e+02 5.041661021237317774e-05 5.015849624240550052e-03 9.291253271612148410e+02 9.382720099999999093e+02 -4.543089290065438490e-02 5.596910555818773031e-03
2.377500000000000000e+07 1.115746066424337268e+00 3.665672413898468494e+09 8.786434988906807186e-01 4.690917527684461130e-01 9.999999999999984855e-11 -1.816838586817306034e+00 8.374449521229908555e+01 9.303849030439333774e+02 9.395653500000012173e+02 4.989392332483110750e-05 4.966683142225262332e-03 9.291306591776407231e+02 9.382720099999999093e+02 -4.535440883716468363e-02 5.601165549253694573e-03
2.382500000000000000e+07 1.116399677370967236e+00 3.643258696165686131e+09 8.778094175743462735e-01 4.691453850173579188e-01 9.999999999999982270e-11 -1.818745189723756983e+00 8.376117850994107528e+01 9.303812050855077587e+02 9.395653500000003078e+02 4.938166000572086640e-05 4.918782331113438766e-03 9.291359481493153680e+02 9.382720100000009325e+02 -4.527776464853516813e-02 5.605809777606808597e-03
2.387500000000000000e+07 1.117052009651650968e+00 3.620917428961775780e+09 8.769849441932751066e-01 4.691988677696634080e-01 1.000000000000000683e-10 -1.820699169401728490e+00 8.377760087449925663e+01 9.303775361989358998e+02 9.395653500000012173e+02 4.887887946129671781e-05 4.872064423482510946e-03 9.291411975683054152e+02 9.382720100000018419e+02 -4.520088260810162240e-02 5.610817088725031376e-03
2.392500000000000000e+07 1.117703059037206792e+00 3.598707526353201866e+09 8.761720686106549971e-01 4.692522019335770844e-01 1.000000000000000553e-10 -1.822694414815683839e+00 8.379372383648863831e+01 9.303738991920062062e+02 9.395653500000003078e+02 4.838660133074426640e-05 4.826575335649944086e-03 9.291464018779776097e+02 9.382720099999999093e+02 -4.512394970716204767e-02 5.616214610040461304e-03
2.397500000000000000e+07 1.118352839623711237e+00 3.576728801007426262e+09 8.753742148276957291e-01 4.693053882653943631e-01 9.999999999999980977e-11 -1.824720347260480491e+00 8.380948123266296079e+01 9.303702990105858817e+02 9.395653500000003078e+02 4.790667656889324754e-05 4.782412192355536655e-03 9.291515513902105567e+02 9.382720099999999093e+02 -4.504727988054213483e-02 5.622050430364923350e-03
2.402500000000000000e+07 1.119001384525336373e+00 3.555083196564786911e+09 8.745948223847690439e-01 4.693584265824148893e-01 1.000000000000000683e-10 -1.826765457743914300e+00 8.382480746355591350e+01 9.303667406868167973e+02 9.395653500000003078e+02 4.744092041044901492e-05 4.739666921529567083e-03 9.291566362220538622e+02 9.382720099999999093e+02 -4.497119620653489136e-02 5.628370041224174843e-03
2.407500000000000000e+07 1.119648719086556943e+00 3.533724721218135834e+09 8.738319504253834191e-01 4.694113183953286805e-01 9.999999999999979685e-11 -1.828832450932059039e+00 8.383974331540883895e+01 9.303632210361420221e+02 9.395653499999992846e+02 4.698793412266114928e-05 4.698223693599682532e-03 9.291616620215487501e+02 9.382720099999999093e+02 -4.489557411655376029e-02 5.635134022132389647e-03
2.412500000000000000e+07 1.120294841162410737e+00 3.512500925715540409e+09 8.730798941067172692e-01 4.694640631154099464e-01 9.999999999999979685e-11 -1.830935369958201164e+00 8.385440257874714121e+01 9.303597312944592659e+02 9.395653500000003078e+02 4.654415003034649751e-05 4.657834026542463125e-03 9.291666452162868381e+02 9.382720100000009325e+02 -4.481996218007466837e-02 5.642246524211220506e-03
2.417500000000000000e+07 1.120939734049497316e+00 3.491331871945258617e+09 8.723356385551088721e-01 4.695166573861260240e-01 9.999999999999983562e-11 -1.833081794529916042e+00 8.386884516373766019e+01 9.303562668998442859e+02 9.395653500000003078e+02 4.610765450344959715e-05 4.618360924657737704e-03 9.291715944116879200e+02 9.382720099999999093e+02 -4.474412626249169023e-02 5.649655567842017286e-03
2.422500000000000000e+07 1.121583380429306720e+00 3.470214108816732883e+09 8.715989181359385940e-01 4.695690967491247259e-01 1.000000000000000683e-10 -1.835271668164546899e+00 8.388307698432601001e+01 9.303528274349126832e+02 9.395653500000003078e+02 4.567817293843539429e-05 4.579772277390392957e-03 9.291765103161089883e+02 9.382720100000009325e+02 -4.466806653339094879e-02 5.657351673993046837e-03
2.427500000000000000e+07 1.122225780257636307e+00 3.449240292989360332e+09 8.708177109420569550e-01 4.696213771180981489e-01 1.000000000000000553e-10 -1.837260296980714358e+00 8.389850001961100645e+01 9.303494372999139159e+02 9.395653499999992846e+02 4.523171825183217720e-05 4.541229249466243595e-03 9.291813940455058400e+02 9.382720099999999093e+02 -4.458826323456843710e-02 5.664160734165931722e-03
2.432500000000000000e+07 1.122866947761033574e+00 3.428485495654914856e+09 8.700486939828445676e-01 4.696734958792930237e-01 1.000000000000000166e-10 -1.839268267947942626e+00 8.391363166956978148e+01 9.303460866021388256e+02 9.395653499999992846e+02 4.479498510858336208e-05 4.503789434048965402e-03 9.291862220026177965e+02 9.382720099999999093e+02 -4.450860675544987544e-02 5.671300259490164378e-03
2.437500000000000000e+07 1.123506883090447328e+00 3.407872596146305561e+09 8.692910848415195124e-01 4.697254506610329394e-01 1.000000000000000553e-10 -1.841311944325093819e+00 8.392847336496970456e+01 9.303427700314381354e+02 9.395653500000012173e+02 4.436713284112474845e-05 4.467356581461825321e-03 9.291910022768632871e+02 9.382720099999999093e+02 -4.442902026654760306e-02 5.678767385612914359e-03
2.442500000000000000e+07 1.124145568531093708e+00 3.387305623273661613e+09 8.685410970741581638e-01 4.697772374644292315e-01 1.000000000000000295e-10 -1.843400218861490636e+00 8.394310098884281501e+01 9.303394822861584998e+02 9.395653500000003078e+02 4.394590274137421426e-05 4.431779893127306760e-03 9.291957451493552753e+02 9.382720100000009325e+02 -4.434920023539490330e-02 5.686499494063320011e-03
2.447500000000000000e+07 1.124782981999718157e+00 3.366761456957744598e+09 8.677977126771504457e-01 4.698288518475825515e-01 1.000000000000000553e-10 -1.845535024867772211e+00 8.395753533864439078e+01 9.303362218345509973e+02 9.395653500000003078e+02 4.353062493723368765e-05 4.397004574687586077e-03 9.292004534697958889e+02 9.382720100000009325e+02 -4.426908258678974306e-02 5.694476313302200554e-03
2.452500000000000000e+07 1.125419121206506334e+00 3.346344452755742550e+09 8.670646287744068204e-01 4.698802907301943832e-01 9.999999999999999072e-11 -1.847704784506285058e+00 8.397170505347892799e+01 9.303329933476039741e+02 9.395653500000003078e+02 4.312325263238141833e-05 4.363125566799628749e-03 9.292051175333011770e+02 9.382720100000009325e+02 -4.418902778876176995e-02 5.702746095880320901e-03
2.457500000000000000e+07 1.126054015303111111e+00 3.326218292428505421e+09 8.663476505786700255e-01 4.699315544041101633e-01 1.000000000000000553e-10 -1.849890712310668928e+00 8.398549879370725080e+01 9.303298040666879842e+02 9.395653500000003078e+02 4.272685996365254541e-05 4.330296087389258128e-03 9.292097221506475080e+02 9.382720099999999093e+02 -4.410959729097019277e-02 5.711385721407388066e-03
2.462500000000000000e+07 1.126687701175885570e+00 3.306420299141122341e+09 8.656478654712453924e-01 4.699826459399460976e-01 1.000000000000000553e-10 -1.852086866698568368e+00 8.399889813020419638e+01 9.303266547972697253e+02 9.395653500000003078e+02 4.234187830166857012e-05 4.298515935702881645e-03 9.292142649071374763e+02 9.382720100000009325e+02 -4.403093306820426989e-02 5.720403509607409863e-03
2.467500000000000000e+07 1.127320206292637739e+00 3.286898038162441254e+09 8.649426370329840186e-01 4.700335683588708346e-01 9.999999999999999072e-11 -1.854209626143227929e+00 8.401249090555621990e+01 9.303234337522094393e+02 9.395653500000012173e+02 4.199523806702347211e-05 4.265963915208877653e-03 9.292188487433134014e+02 9.382720100000009325e+02 -4.395403267651509793e-02 5.728784112412435917e-03
2.472500000000000000e+07 1.127951534261695921e+00 3.267525165032751560e+09 8.642374734429767447e-01 4.700843231407295653e-01 1.000000000000000424e-10 -1.856315899209781684e+00 8.402609839157891258e+01 9.303201886750267704e+02 9.395653500000012173e+02 4.167028226792785509e-05 4.233369474511534947e-03 9.292234374206155962e+02 9.382720099999999093e+02 -4.387789389272178653e-02 5.736939272335169100e-03
2.477500000000000000e+07 1.128581669695580381e+00 3.248202430727575779e+09 8.635392814805086248e-01 4.701349090033756228e-01 1.000000000000000941e-10 -1.858462011535840119e+00 8.403951115257426352e+01 9.303169707604185987e+02 9.395653500000003078e+02 4.135025570188436469e-05 4.201503806732969151e-03 9.292279907198087585e+02 9.382720099999999093e+02 -4.380158732747929662e-02 5.745320833415246478e-03
2.482500000000000000e+07 1.129210596360475938e+00 3.228925356368849277e+09 8.628477655531745505e-01 4.701853223582014851e-01 1.000000000000000683e-10 -1.860648123302128809e+00 8.405273568965122877e+01 9.303137793959903092e+02 9.395653499999992846e+02 4.103493523986122282e-05 4.170339842568509224e-03 9.292325096322728086e+02 9.382720099999989998e+02 -4.372510844886523529e-02 5.753920776886582017e-03
2.487500000000000000e+07 1.129838295423924110e+00 3.209680572336094379e+09 8.621623141743020025e-01 4.702355596654888559e-01 1.000000000000000553e-10 -1.862875491174363685e+00 8.406578449088969762e+01 9.303106135507645149e+02 9.395653499999992846e+02 4.072393304872527395e-05 4.139842349201330526e-03 9.292369960121701524e+02 9.382720099999999093e+02 -4.364842275410385497e-02 5.762727040739361144e-03
2.492500000000000000e+07 1.130464743500985358e+00 3.190444970422643185e+09 8.614819774202544522e-01 4.702856174317781579e-01 9.999999999999999072e-11 -1.865146661599717870e+00 8.407867634583718086e+01 9.303074717561731859e+02 9.395653500000012173e+02 4.041668777857152276e-05 4.109967938693065946e-03 9.292414526343652597e+02 9.382720100000009325e+02 -4.357146246294707481e-02 5.771723481692235015e-03
2.497500000000000000e+07 1.131089924690881210e+00 3.171256866950127125e+09 8.608079864979112372e-01 4.703354923278791344e-01 9.999999999999996487e-11 -1.867456661604537160e+00 8.409138865198563906e+01 9.303043553159988051e+02 9.395653500000022404e+02 4.011380860327509040e-05 4.080734631439256709e-03 9.292458764735602017e+02 9.382720099999999093e+02 -4.349436941762352404e-02 5.780922533128181329e-03
2.502500000000000000e+07 1.131713829014735717e+00 3.152146072984809399e+09 8.601093621387432275e-01 4.703851818357228654e-01 9.999999999999996487e-11 -1.869663674894214367e+00 8.410475271469132963e+01 9.303013014073245586e+02 9.395653500000003078e+02 3.980207586602009328e-05 4.051962423808626312e-03 9.292502420390454745e+02 9.382720099999989998e+02 -4.341465477241612803e-02 5.789612410929974480e-03
2.507500000000000000e+07 1.132336456225886634e+00 3.133161096348822594e+09 8.594013899850815319e-01 4.704346842775977700e-01 1.000000000000000553e-10 -1.871819774219309007e+00 8.411837592377554529e+01 9.302983018891724214e+02 9.395653500000012173e+02 3.948816284315775308e-05 4.023817295643842586e-03 9.292545490620095734e+02 9.382720099999999093e+02 -4.333352632218634426e-02 5.798106905523341993e-03
2.512500000000000000e+07 1.132957811344250665e+00 3.114327287251748562e+09 8.587040874646973965e-01 4.704839995343994552e-01 1.000000000000000941e-10 -1.874004012086928128e+00 8.413173340098909136e+01 9.302953362564649069e+02 9.395653500000003078e+02 3.918064621900379195e-05 3.996421669975096236e-03 9.292588090491018420e+02 9.382720099999999093e+02 -4.325264419721985831e-02 5.806843781637135993e-03
2.517500000000000000e+07 1.133577893308420181e+00 3.095612935828798294e+09 8.580160569428718631e-01 4.705331291714163200e-01 9.999999999999999072e-11 -1.876219085529600594e+00 8.414485366167878055e+01 9.302924022147830101e+02 9.395653499999992846e+02 3.887873609328281295e-05 3.969717330989907568e-03 9.292630261573639245e+02 9.382720099999989998e+02 -4.317190728392716892e-02 5.815801012081414645e-03
2.522500000000000000e+07 1.134196705235691383e+00 3.077037845342352390e+09 8.573378294663002164e-01 4.705820756164451613e-01 1.000000000000004689e-10 -1.878461541729931294e+00 8.415772813535242847e+01 9.302894994838787852e+02 9.395653499999992846e+02 3.858265048709281743e-05 3.943694290205682594e-03 9.292671999591549366e+02 9.382720099999999093e+02 -4.309140367352171097e-02 5.824982272415692684e-03
2.527500000000000000e+07 1.134814261646045042e+00 3.058657279560217857e+09 8.566712378733917221e-01 4.706308386403271760e-01 1.000000000000015417e-10 -1.880723325859019024e+00 8.417032367200215504e+01 9.302866292527878613e+02 9.395653500000012173e+02 3.829327118396861940e-05 3.918373573340438662e-03 9.292713267605587362e+02 9.382720099999989998e+02 -4.301135312538129085e-02 5.834406565517100476e-03
2.532500000000000000e+07 1.135430576871790942e+00 3.040468445011465073e+09 8.560159664446466143e-01 4.706794184477823273e-01 1.000000000000022267e-10 -1.883003440562414088e+00 8.418264824039547989e+01 9.302837904875186723e+02 9.395653500000003078e+02 3.801036934076759531e-05 3.893725427028343899e-03 9.292754079682952124e+02 9.382720099999999093e+02 -4.293176002253229484e-02 5.844065321259018370e-03
2.537500000000000000e+07 1.136045657148823329e+00 3.022429720547879219e+09 8.553703061071238345e-01 4.707278150954178897e-01 1.000000000000023947e-10 -1.885306049123475436e+00 8.419473590169822330e+01 9.302809808547948478e+02 9.395653500000003078e+02 3.773300861335528123e-05 3.869690805858262781e-03 9.292794481794446710e+02 9.382720099999999093e+02 -4.285248195036306385e-02 5.853933047484831571e-03
2.542500000000000000e+07 1.136659496442492534e+00 3.004479699717513561e+09 8.547318686706102397e-01 4.707760274663612687e-01 1.000000000000022396e-10 -1.887638309900298239e+00 8.420663296319190749e+01 9.302781975124454448e+02 9.395653500000012173e+02 3.745991903235389614e-05 3.846199388704288607e-03 9.292834534435371552e+02 9.382720100000009325e+02 -4.277330035709869804e-02 5.863976504177439292e-03
2.547500000000000000e+07 1.137272083617161922e+00 2.986592886651844025e+09 8.540995975630614190e-01 4.708240536269000520e-01 1.000000000000019811e-10 -1.890003016048814821e+00 8.421836024589947556e+01 9.302754390253348902e+02 9.395653499999992846e+02 3.719052277937160572e-05 3.823213413898813445e-03 9.292874266173141677e+02 9.382720099999999093e+02 -4.269413008189726355e-02 5.874179411787736060e-03
2.552500000000000000e+07 1.137883419524284179e+00 2.968827165287109852e+09 8.534754354655970099e-01 4.708718918868047831e-01 1.000000000000020974e-10 -1.892391772720432463e+00 8.422988256332186552e+01 9.302727068213370103e+02 9.395653500000003078e+02 3.692576746821557570e-05 3.800760127961482372e-03 9.292913635983564973e+02 9.382720099999999093e+02 -4.261519993635243253e-02 5.884561809410411050e-03
2.557500000000000000e+07 1.138493511519822032e+00 2.951212991201761246e+09 8.528603093511822886e-01 4.709195418290570423e-01 1.000000000000026661e-10 -1.894799568776320164e+00 8.424118416920100572e+01 9.302700012172576862e+02 9.395653500000003078e+02 3.666607929701431919e-05 3.778842810074410901e-03 9.292952627683761193e+02 9.382720099999989998e+02 -4.253663714678612706e-02 5.895131116653910125e-03
2.562500000000000000e+07 1.139102364199660267e+00 2.933735698406544209e+09 8.522535323570208377e-01 4.709670033489138374e-01 1.000000000000024206e-10 -1.897227533010881206e+00 8.425227936804094497e+01 9.302673209960269105e+02 9.395653500000022404e+02 3.641106923057481245e-05 3.757430973242081515e-03 9.292991262545754125e+02 9.382720100000018419e+02 -4.245839842640375394e-02 5.905875596589006161e-03
2.567500000000000000e+07 1.139709982761282436e+00 2.916396977375738621e+09 8.516550144376322518e-01 4.710142761562733926e-01 1.000000000000016322e-10 -1.899674597117587016e+00 8.426317127689969766e+01 9.302646655620476395e+02 9.395653500000012173e+02 3.616065232248140410e-05 3.736507901600436693e-03 9.293029547406158599e+02 9.382720099999989998e+02 -4.238050115584890420e-02 5.916790772550859986e-03
2.572500000000000000e+07 1.140316368509940448e+00 2.899177000769900799e+09 8.510639196394721440e-01 4.710613598267400226e-01 1.000000000000019682e-10 -1.902142844755455808e+00 8.427387659104599038e+01 9.302620337002568931e+02 9.395653499999992846e+02 3.591437204501078835e-05 3.716043142196551446e-03 9.293067505607741623e+02 9.382720099999989998e+02 -4.230287962250756095e-02 5.927863793817744406e-03
2.577500000000000000e+07 1.140921517919256667e+00 2.882051768461883068e+09 8.504699040232459595e-01 4.711082534722296211e-01 1.000000000000024981e-10 -1.904594012428290295e+00 8.428466405076216006e+01 9.302594453218138142e+02 9.395653500000012173e+02 3.566796888500090484e-05 3.696055605334395196e-03 9.293104970988658806e+02 9.382720099999989998e+02 -4.222454684013410287e-02 5.938849429849911259e-03
2.582500000000000000e+07 1.141525433546895174e+00 2.865049431641417503e+09 8.498491350494560281e-01 4.711549559289642808e-01 1.000000000000030151e-10 -1.906914783681513903e+00 8.429617744300180959e+01 9.302569614428348359e+02 9.395653500000003078e+02 3.541197771637977145e-05 3.676722867095540224e-03 9.293141367740455507e+02 9.382720099999999093e+02 -4.214316933977446666e-02 5.949132648652568495e-03
2.587500000000000000e+07 1.142128121919981476e+00 2.848187709386065483e+09 8.492372225650468565e-01 4.712014665891858800e-01 1.000000000000034028e-10 -1.909255635464580880e+00 8.430747346501205186e+01 9.302545057798058679e+02 9.395653500000003078e+02 3.516062174579962928e-05 3.657877905433168462e-03 9.293177373617488684e+02 9.382720099999999093e+02 -4.206216841984744548e-02 5.959573518737749931e-03
2.592500000000000000e+07 1.142729592892339108e+00 2.831481016299082279e+09 8.486345427278522147e-01 4.712477855338157440e-01 1.000000000000027437e-10 -1.911613580732513640e+00 8.431854668614977300e+01 9.302520778703483302e+02 9.395653499999992846e+02 3.491404886911958488e-05 3.639511592303083104e-03 9.293212988039865650e+02 9.382720099999999093e+02 -4.198161413342127446e-02 5.970173626231116935e-03
2.597500000000000000e+07 1.143329856899490959e+00 2.814930666321392059e+09 8.480409848991327104e-01 4.712939132211709237e-01 1.000000000000008179e-10 -1.913987418900570336e+00 8.432940080096219049e+01 9.302496769310852187e+02 9.395653500000003078e+02 3.467216998203872169e-05 3.621606808404861152e-03 9.293248220038452700e+02 9.382720099999999093e+02 -4.190152271525260375e-02 5.980928857139154731e-03
2.602500000000000000e+07 1.143928916455482891e+00 2.798498223896117210e+09 8.474549917720570757e-01 4.713398498548096449e-01 1.000000000000000295e-10 -1.916381824103653209e+00 8.434006605523092048e+01 9.302473014025299562e+02 9.395653500000003078e+02 3.443419508642703666e-05 3.604124477492639828e-03 9.293283105606593608e+02 9.382720100000009325e+02 -4.182174545834715929e-02 5.991818322435523911e-03
2.607500000000000000e+07 1.144526769094972529e+00 2.782159526873221397e+09 8.468755604320286068e-01 4.713855949303188408e-01 1.000000000000000424e-10 -1.918799691754638825e+00 8.435056196774475268e+01 9.302449502083948119e+02 9.395653500000003078e+02 3.419961009094170357e-05 3.587036999507528870e-03 9.293317668637862425e+02 9.382720099999999093e+02 -4.174219055738426221e-02 6.002827955703456987e-03
2.612500000000000000e+07 1.145123410369169425e+00 2.765904666074661732e+09 8.463022260316087619e-01 4.714311474282549819e-01 1.000000000000000036e-10 -1.921241975567155702e+00 8.436089792208512961e+01 9.302426226729836571e+02 9.395653500000003078e+02 3.396816573599643029e-05 3.570326784594923721e-03 9.293351921897120747e+02 9.382720099999999093e+02 -4.166282407126153942e-02 6.013950070696699041e-03
