1000
T Rho Ye Ym Mue Mum Mun Mup Un Up M*n M*p
2.7673260e+01 4.7598693e+14 2.5123519e-01 9.1472338e-02 2.4416958e+02 1.9558253e+02 9.8340547e+02 9.2705722e+02 3.0121903e+02 2.8260670e+02 5.9680827e+02 5.9551493e+02 
1.1587976e+01 7.5093398e+12 1.1439329e-01 4.7502214e-02 4.0134313e+01 9.0495667e+01 9.1773419e+02 8.8917719e+02 4.7642270e+00 3.0026373e+00 9.3224305e+02 9.3094970e+02 
5.3084522e+01 3.9725109e+14 2.3578052e-01 5.3063472e-02 1.9506262e+02 1.0972787e+02 9.4557263e+02 8.5548129e+02 2.5542002e+02 2.2774957e+02 6.4969706e+02 6.4840372e+02 
6.9639797e+00 1.2586477e+12 1.0718426e-01 9.1250993e-03 2.0548515e+01 7.7950077e+01 9.2091275e+02 9.0254511e+02 8.7592281e-01 5.3490500e-01 9.3819903e+02 9.3690569e+02 
2.7414089e+01 7.3360430e+14 2.4005970e-01 8.7305100e-02 2.8052176e+02 2.1954365e+02 1.0822095e+03 1.0128105e+03 4.5867905e+02 4.4569748e+02 4.8096657e+02 4.7967324e+02 
2.2945465e+01 6.1226947e+14 2.4941948e-01 3.1006383e-02 2.6937261e+02 1.5994928e+02 1.0394765e+03 9.5680491e+02 3.8503943e+02 3.6384467e+02 5.3019869e+02 5.2890535e+02 
4.8626022e+01 4.6094545e+14 2.4194595e-01 1.3788648e-02 2.1708901e+02 5.8279498e+01 9.7610316e+02 8.7276395e+02 2.9436363e+02 2.6421685e+02 6.1436370e+02 6.1307037e+02 
5.1534992e+01 5.9069839e+14 2.3395295e-01 4.3298106e-02 2.3404344e+02 1.2508519e+02 1.0192270e+03 9.2138138e+02 3.7209444e+02 3.4949795e+02 5.5369523e+02 5.5240189e+02 
2.2070133e+01 2.6736209e+13 1.6673708e-01 6.2619553e-02 6.6373010e+01 8.6765200e+01 8.9978403e+02 8.5846947e+02 1.6497772e+01 1.1360083e+01 9.1478567e+02 9.1349232e+02 
8.4200201e+00 5.7660083e+12 7.7982560e-02 7.8910205e-02 3.3659364e+01 1.0196122e+02 9.2541567e+02 9.0202551e+02 3.5075816e+00 2.1445241e+00 9.3417438e+02 9.3288104e+02 
3.1067457e+01 6.4038177e+14 2.4045609e-01 5.6826212e-04 2.6494005e+02 1.9497852e+01 1.0543289e+03 9.5090438e+02 4.0236594e+02 3.7834358e+02 5.2222666e+02 5.2093333e+02 
2.2759575e+01 3.6865323e+13 1.5106629e-01 1.7499379e-02 7.3078377e+01 6.1698018e+01 9.0654131e+02 8.4957080e+02 2.4442457e+01 1.5662233e+01 9.0449562e+02 9.0320229e+02 
4.9751278e+01 2.5773500e+14 2.0563737e-01 8.1382580e-02 1.5247422e+02 1.1698667e+02 9.0784436e+02 8.2476030e+02 1.7106578e+02 1.4265708e+02 7.3104354e+02 7.2975021e+02 
8.1204958e+00 2.3050886e+12 1.0844923e-01 5.1425305e-02 2.5925152e+01 9.0627441e+01 9.1990147e+02 9.0113471e+02 1.5017640e+00 9.5074738e-01 9.3720449e+02 9.3591115e+02 
2.5669193e+01 7.2777322e+14 2.3926747e-01 6.0831605e-02 2.8045840e+02 1.9855324e+02 1.0838864e+03 1.0038958e+03 4.5508486e+02 4.3978576e+02 4.8304300e+02 4.8174967e+02 
3.0670238e+01 7.9725914e+14 2.3122267e-01 2.2795380e-02 2.8297103e+02 1.4715687e+02 1.1223379e+03 1.0181580e+03 4.9754115e+02 4.8128148e+02 4.6072155e+02 4.5942822e+02 
7.0291619e+00 1.3381460e+12 1.0625001e-01 1.2992538e-02 2.1004188e+01 8.0520116e+01 9.2099498e+02 9.0256832e+02 9.2683169e-01 5.6687276e-01 9.3811931e+02 9.3682597e+02 
2.4818413e+01 7.1688024e+14 2.3792888e-01 9.0517076e-02 2.7892286e+02 2.2260994e+02 1.0750230e+03 1.0071262e+03 4.4835034e+02 4.3498868e+02 4.8634327e+02 4.8504993e+02 
3.2182693e+01 6.6382721e+13 1.9953166e-01 3.3271809e-02 9.4685189e+01 6.3617040e+01 8.9135482e+02 8.2883370e+02 4.3450569e+01 3.0354945e+01 8.7896331e+02 8.7766997e+02 
1.9498943e+01 5.2934600e+13 1.0690565e-01 6.4794243e-02 7.8406485e+01 1.1060698e+02 9.2002092e+02 8.6444937e+02 3.4829462e+01 2.2229583e+01 8.9054888e+02 8.8925554e+02 
4.1206951e+01 1.7477026e+14 2.5646710e-01 7.4787264e-02 1.5302585e+02 1.1082110e+02 8.9666359e+02 8.3989173e+02 1.1638507e+02 9.6599320e+01 7.8905959e+02 7.8776625e+02 
9.9120178e+00 4.9740283e+12 1.0782164e-01 9.3302193e-02 3.4291140e+01 9.8440276e+01 9.1873444e+02 8.9794940e+02 2.9913190e+00 1.9584054e+00 9.3485565e+02 9.3356231e+02 
3.3200340e+01 1.1418471e+14 1.6358753e-01 9.1916962e-02 1.1072553e+02 1.1855545e+02 9.0358596e+02 8.3686689e+02 7.6179900e+01 5.5647257e+01 8.3790287e+02 8.3660953e+02 
6.1361356e+00 2.3069462e+11 1.6998467e-01 3.8905032e-03 1.0951157e+01 6.6816316e+01 9.1384356e+02 9.0243395e+02 1.6326084e-01 1.0955363e-01 9.3930006e+02 9.3800672e+02 
1.8082476e+01 3.8479975e+13 1.0824681e-01 6.0448998e-02 7.0135922e+01 1.0460694e+02 9.1862700e+02 8.6864066e+02 2.4842495e+01 1.5738614e+01 9.0383000e+02 9.0253666e+02 
2.2167553e+01 8.7235389e+14 2.2931963e-01 2.7118907e-02 2.9625746e+02 1.7033071e+02 1.1610157e+03 1.0566509e+03 5.4396678e+02 5.3068931e+02 4.3172340e+02 4.3043006e+02 
7.4904642e+00 1.8040062e+12 1.0563748e-01 6.9159531e-02 2.3570695e+01 9.3238639e+01 9.2042571e+02 9.0421442e+02 1.1606230e+00 7.4616926e-01 9.3772370e+02 9.3643036e+02 
2.2179750e+01 8.1585672e+13 1.0845252e-01 2.1411149e-02 9.1611335e+01 8.7495373e+01 9.2480117e+02 8.4673270e+02 5.7873735e+01 3.5705344e+01 8.6258886e+02 8.6129552e+02 
6.6936936e+00 8.7607771e+11 1.1303560e-01 6.8395483e-02 1.7856174e+01 9.0700818e+01 9.1904270e+02 9.0582355e+02 5.8236785e-01 3.8297249e-01 9.3862832e+02 9.3733498e+02 
3.0244226e+01 3.5915966e+14 2.5458702e-01 2.9715086e-02 2.1940009e+02 1.2524770e+02 9.5738691e+02 8.8245773e+02 2.3256712e+02 2.0365148e+02 6.6226221e+02 6.6096887e+02 
1.9284142e+01 2.4068567e+13 1.4317212e-01 4.4028946e-02 6.2444395e+01 8.4647591e+01 9.0807894e+02 8.6407446e+02 1.5282986e+01 9.9688531e+00 9.1685877e+02 9.1556542e+02 
2.5845455e+01 5.0163129e+13 1.5816407e-01 6.7560940e-02 8.1860582e+01 9.5562048e+01 9.0141459e+02 8.4864243e+02 3.1922025e+01 2.1906872e+01 8.9375766e+02 8.9246432e+02 
4.7433750e+01 2.2201617e+14 2.0720762e-01 8.2980424e-02 1.4548449e+02 1.1472278e+02 9.0391485e+02 8.2508848e+02 1.5075140e+02 1.2358828e+02 7.5458583e+02 7.5329249e+02 
2.4748291e+01 8.2637023e+14 2.3221774e-01 4.6625398e-02 2.9069179e+02 1.9172651e+02 1.1344442e+03 1.0416120e+03 5.1624035e+02 5.0273786e+02 4.4720092e+02 4.4590758e+02 
6.7619791e+00 5.0654980e+11 1.3875559e-01 9.9634379e-02 1.4549778e+01 8.9238346e+01 9.1471757e+02 9.0468432e+02 3.3465415e-01 2.3921238e-01 9.3900825e+02 9.3771491e+02 
5.2163723e+01 3.4265303e+14 1.9958934e-01 5.4509346e-02 1.6913286e+02 1.0464049e+02 9.3391585e+02 8.3000304e+02 2.2364320e+02 1.9009743e+02 6.8011561e+02 6.7882228e+02 
4.6208427e+01 2.8391059e+14 2.5042427e-01 7.8059386e-02 1.8106463e+02 1.2794083e+02 9.1484671e+02 8.4972561e+02 1.8481672e+02 1.6167141e+02 7.1326909e+02 7.1197575e+02 
6.4118133e+00 5.3433837e+11 1.3143063e-01 5.8702924e-02 1.5162619e+01 8.7527921e+01 9.1728528e+02 9.0554682e+02 3.6247967e-01 2.4368100e-01 9.3897614e+02 9.3768280e+02 
8.1049557e+00 2.9729667e+12 9.6553147e-02 3.0148611e-02 2.7757161e+01 8.8319307e+01 9.2226560e+02 8.9996166e+02 1.9797692e+00 1.2040921e+00 9.3650579e+02 9.3521245e+02 
1.9249756e+01 5.5353253e+14 2.5957444e-01 9.4267051e-02 2.6560175e+02 2.1328067e+02 1.0084940e+03 9.5618690e+02 3.4784638e+02 3.3246274e+02 5.5489385e+02 5.5360052e+02 
2.1341747e+01 6.2148338e+14 2.4699897e-01 6.7236279e-02 2.7070842e+02 1.9917870e+02 1.0386908e+03 9.6914853e+02 3.9035264e+02 3.7285066e+02 5.2494171e+02 5.2364837e+02 
4.3071487e+01 1.6467745e+14 2.0200135e-01 4.0966617e-02 1.2979007e+02 7.5101622e+01 9.0040333e+02 8.1170475e+02 1.1365789e+02 8.4893054e+01 7.9664399e+02 7.9535065e+02 
7.1788769e+00 1.3280202e+12 1.0287622e-01 5.8906465e-02 2.0331915e+01 9.0759580e+01 9.1981319e+02 9.0401064e+02 8.8253395e-01 5.6397099e-01 9.3816523e+02 9.3687189e+02 
3.4466125e+01 3.6570251e+14 2.5183478e-01 8.8023694e-02 2.1614614e+02 1.7009898e+02 9.4878053e+02 8.9151849e+02 2.3431355e+02 2.1308025e+02 6.5988581e+02 6.5859247e+02 
8.1124945e+00 2.7676778e+12 9.9921785e-02 8.3096188e-03 2.7252365e+01 7.7029956e+01 9.2200113e+02 8.9831188e+02 1.8976538e+00 1.1391729e+00 9.3664586e+02 9.3535252e+02 
2.8437008e+01 7.9767737e+14 2.3159333e-01 5.9138915e-02 2.8466069e+02 1.9947081e+02 1.1173115e+03 1.0300104e+03 4.9806995e+02 4.8438481e+02 4.5846714e+02 4.5717380e+02 
2.3983149e+01 6.9975493e+14 2.4352294e-01 7.1041880e-02 2.7930037e+02 2.0680974e+02 1.0701646e+03 9.9741733e+02 4.3820535e+02 4.2320355e+02 4.9306358e+02 4.9177025e+02 
5.1241268e+01 4.9612100e+14 2.3816499e-01 1.5728681e-02 2.1916432e+02 6.1132713e+01 9.8633568e+02 8.7927583e+02 3.1547097e+02 2.8641234e+02 5.9796263e+02 5.9666929e+02 
4.5565727e+01 1.7758515e+14 2.1543747e-01 6.5567969e-02 1.3527643e+02 9.4631975e+01 8.9504998e+02 8.1691987e+02 1.2108224e+02 9.5356350e+01 7.8717638e+02 7.8588304e+02 
7.3242574e+00 2.0135937e+12 9.2620306e-02 6.8072062e-02 2.3577120e+01 9.4529992e+01 9.2194708e+02 9.0471176e+02 1.2977356e+00 8.1639178e-01 9.3752343e+02 9.3623009e+02 
7.4662390e+00 1.5599282e+12 1.1246459e-01 6.5464747e-02 2.2645218e+01 9.1743867e+01 9.1951294e+02 9.0391254e+02 1.0130542e+00 6.5711461e-01 9.3795114e+02 9.3665780e+02 
2.8002523e+01 7.9202573e+14 2.3204659e-01 7.9354897e-02 2.8441686e+02 2.1777350e+02 1.1113820e+03 1.0332630e+03 4.9460503e+02 4.8216045e+02 4.5974984e+02 4.5845650e+02 
2.1496702e+01 6.5480447e+14 2.4510133e-01 3.9814129e-02 2.7483871e+02 1.7541864e+02 1.0556847e+03 9.7343957e+02 4.1070800e+02 3.9155299e+02 5.1118870e+02 5.0989536e+02 
2.1074314e+01 8.6623887e+14 2.3027310e-01 4.7717551e-02 2.9647781e+02 1.9880632e+02 1.1546379e+03 1.0603651e+03 5.4053503e+02 5.2830511e+02 4.3250325e+02 4.3120991e+02 
1.5588932e+01 3.0342042e+13 9.6631616e-02 9.8887385e-02 6.3072070e+01 1.1510199e+02 9.2040016e+02 8.8075354e+02 1.8338416e+01 1.1849511e+01 9.1248963e+02 9.1119629e+02 
2.5212006e+01 4.6504270e+13 1.5822634e-01 5.7183059e-02 7.9818906e+01 9.0174457e+01 9.0218010e+02 8.4893316e+02 2.9775372e+01 2.0169651e+01 8.9677289e+02 8.9547955e+02 
2.1653624e+01 5.9358173e+14 2.4861261e-01 4.5031140e-02 2.6687067e+02 1.7641720e+02 1.0308147e+03 9.5437097e+02 3.7355319e+02 3.5303090e+02 5.3785755e+02 5.3656421e+02 
2.3168352e+01 7.6504575e+13 1.1885270e-01 6.2485481e-02 9.1381027e+01 1.1192812e+02 9.1866205e+02 8.5338897e+02 5.1672028e+01 3.3721966e+01 8.6906919e+02 8.6777586e+02 
1.8261322e+01 5.2496023e+14 2.5729975e-01 5.5011295e-02 2.6045852e+02 1.8303037e+02 1.0050857e+03 9.3904021e+02 3.3179491e+02 3.1103458e+02 5.6869267e+02 5.6739934e+02 
6.7451029e+00 9.4432408e+11 1.0880703e-01 6.3432271e-02 1.8129937e+01 9.0497448e+01 9.1938291e+02 9.0548564e+02 6.3050118e-01 4.0976635e-01 9.3855596e+02 9.3726262e+02 
6.5007524e+00 7.7049751e+11 1.2204639e-01 4.6819722e-02 1.7683026e+01 8.8055806e+01 9.1926243e+02 9.0587306e+02 5.2074530e-01 3.3833677e-01 9.3873076e+02 9.3743743e+02 
5.2620983e+01 3.2720024e+14 2.0374164e-01 3.1622199e-02 1.6629880e+02 7.1333287e+01 9.3100752e+02 8.1835580e+02 2.1511385e+02 1.7876636e+02 6.8927611e+02 6.8798277e+02 
5.6449478e+01 4.3840278e+14 2.2800717e-01 4.6328344e-04 1.9611392e+02 1.4377833e+00 9.6372505e+02 8.4030702e+02 2.8168366e+02 2.4703001e+02 6.2942695e+02 6.2813361e+02 
2.9674143e+01 1.1616418e+14 1.4402241e-01 3.7712504e-02 1.1017288e+02 9.3871182e+01 9.1718340e+02 8.3265086e+02 8.1115670e+01 5.4226526e+01 8.3417682e+02 8.3288348e+02 
3.6667702e+01 3.7021158e+14 2.5094512e-01 4.6297004e-02 2.1467790e+02 1.3372284e+02 9.5370532e+02 8.7915094e+02 2.3873930e+02 2.1175640e+02 6.5825383e+02 6.5696049e+02 
1.4506105e+01 3.3685917e+13 8.3389685e-02 2.8820872e-02 6.3314904e+01 9.6566331e+01 9.2677962e+02 8.7452985e+02 2.2924175e+01 1.3647363e+01 9.0688545e+02 9.0559210e+02 
3.3500248e+01 1.4319646e+14 1.5623298e-01 2.9411815e-02 1.2021065e+02 8.2143053e+01 9.1746952e+02 8.2313757e+02 1.0070561e+02 6.9037573e+01 8.1182749e+02 8.1053415e+02 
5.2797073e+01 2.8366410e+14 2.1871820e-01 4.8825708e-02 1.6011445e+02 8.6181907e+01 9.1294566e+02 8.1741353e+02 1.8745655e+02 1.5585644e+02 7.1562263e+02 7.1432929e+02 
6.5745201e+00 7.5051303e+11 1.1749549e-01 9.8776643e-02 1.6950501e+01 9.2619003e+01 9.1826281e+02 9.0705965e+02 4.8847548e-01 3.3513200e-01 9.3876527e+02 9.3747193e+02 
6.1656742e+00 1.1270194e+11 2.2953713e-01 2.7207925e-02 8.0676917e+00 7.4168425e+01 9.0867346e+02 9.0063074e+02 7.7306459e-02 5.7657968e-02 9.3943422e+02 9.3814088e+02 
3.3442368e+01 5.7066647e+14 2.4230391e-01 8.7914050e-02 2.5289671e+02 1.9760315e+02 1.0145326e+03 9.4909223e+02 3.5915625e+02 3.4164791e+02 5.5309684e+02 5.5180351e+02 
4.1376297e+01 1.5133925e+14 1.9858560e-01 4.0510269e-02 1.2588901e+02 7.5440218e+01 8.9991116e+02 8.1327668e+02 1.0431041e+02 7.6761699e+01 8.0708992e+02 8.0579658e+02 
1.4040073e+01 1.3349226e+13 1.1784922e-01 4.2117990e-02 4.9306600e+01 8.9218978e+01 9.1632059e+02 8.8036132e+02 8.5066629e+00 5.3483741e+00 9.2672329e+02 9.2542996e+02 
1.6210545e+01 4.6024337e+13 8.5444316e-02 6.4616937e-02 7.0850251e+01 1.1377613e+02 9.2559759e+02 8.7342069e+02 3.0321503e+01 1.8777380e+01 8.9665384e+02 8.9536050e+02 
2.1088717e+01 7.7440769e+13 1.0268777e-01 9.8347152e-02 8.8827161e+01 1.2969914e+02 9.2148985e+02 8.6369082e+02 5.1068725e+01 3.4048224e+01 8.6908940e+02 8.6779606e+02 
1.9658136e+01 2.7420002e+13 1.4105654e-01 1.4082455e-02 6.5482231e+01 6.2589392e+01 9.1029901e+02 8.5872845e+02 1.8144628e+01 1.1429316e+01 9.1313610e+02 9.1184276e+02 
7.1802125e+00 1.6508475e+12 9.9215530e-02 9.3768355e-02 2.2318573e+01 9.5935406e+01 9.2079934e+02 9.0624188e+02 1.0390555e+00 6.7948123e-01 9.3790289e+02 9.3660955e+02 
1.8377548e+01 3.6966096e+13 1.1257784e-01 5.3642501e-03 6.9693371e+01 5.5120910e+01 9.1942159e+02 8.5920872e+02 2.5516498e+01 1.5394119e+01 9.0348147e+02 9.0218813e+02 
2.1643847e+01 3.1728775e+13 1.5122899e-01 4.7531843e-02 6.9559679e+01 8.5486325e+01 9.0539502e+02 8.5763986e+02 2.0160015e+01 1.3346167e+01 9.0996638e+02 9.0867304e+02 
5.5361401e+01 3.8351437e+14 2.0972386e-01 9.0125876e-02 1.7806523e+02 1.3661552e+02 9.3623422e+02 8.4980864e+02 2.4659139e+02 2.2008581e+02 6.5822468e+02 6.5693135e+02 
5.1014603e+01 3.7435630e+14 2.4046776e-01 6.8539622e-02 1.9445250e+02 1.2641405e+02 9.3777798e+02 8.5862581e+02 2.4076035e+02 2.1537182e+02 6.6153314e+02 6.6023980e+02 
3.5129124e+01 1.7808728e+14 1.5477173e-01 6.8612090e-02 1.3000404e+02 1.2106193e+02 9.2002031e+02 8.3143345e+02 1.2344337e+02 9.0965673e+01 7.8450609e+02 7.8321275e+02 
2.5187588e+01 3.8241525e+13 1.7285609e-01 2.7649541e-02 7.5653377e+01 6.5132083e+01 8.9909425e+02 8.4497812e+02 2.4770705e+01 1.6521802e+01 9.0371789e+02 9.0242455e+02 
2.5520903e+01 8.1917368e+14 2.3151135e-01 9.2976252e-02 2.8906491e+02 2.3279072e+02 1.1233290e+03 1.0502580e+03 5.1186784e+02 5.0106093e+02 4.4871806e+02 4.4742472e+02 
3.9947964e+01 1.4989862e+14 1.8887796e-01 5.3699059e-02 1.2438262e+02 9.1161029e+01 9.0206125e+02 8.1845887e+02 1.0305398e+02 7.6036244e+01 8.0809476e+02 8.0680143e+02 
4.1308548e+01 2.0801820e+14 1.7550369e-01 1.8968916e-02 1.3874396e+02 5.7565227e+01 9.2101919e+02 8.1044762e+02 1.4505842e+02 1.0641189e+02 7.6305037e+02 7.6175703e+02 
2.4913980e+01 8.1665213e+14 2.3217858e-01 9.3299341e-03 2.8938551e+02 1.2306887e+02 1.1352279e+03 1.0262748e+03 5.0976205e+02 4.9343724e+02 4.5189139e+02 4.5059806e+02 
3.7057243e+01 1.0268094e+14 2.0106193e-01 8.8293181e-02 1.1019768e+02 1.0358764e+02 8.8809684e+02 8.2924905e+02 6.6864613e+01 5.0792022e+01 8.4847287e+02 8.4717953e+02 
3.1064520e+01 7.4072254e+14 2.3414670e-01 8.1730054e-02 2.7656984e+02 2.1231194e+02 1.0866570e+03 1.0113721e+03 4.6326885e+02 4.4959550e+02 4.8016768e+02 4.7887434e+02 
4.5901260e+01 2.4097761e+14 2.5007302e-01 7.5943379e-02 1.6828812e+02 1.1779186e+02 9.0708999e+02 8.4262683e+02 1.6132107e+02 1.3835731e+02 7.4102869e+02 7.3973535e+02 
2.7591776e+01 7.6126973e+14 2.3380482e-01 6.4452029e-02 2.8146570e+02 2.0268040e+02 1.0996529e+03 1.0171468e+03 4.7609953e+02 4.6176537e+02 4.7113852e+02 4.6984519e+02 
8.3605909e+00 5.8283875e+12 7.6898374e-02 3.4101916e-02 3.3691490e+01 9.4349030e+01 9.2648966e+02 8.9893624e+02 3.8279873e+00 2.2604722e+00 9.3375893e+02 9.3246559e+02 
7.0911131e+00 1.6525698e+12 9.5052063e-02 8.2991320e-02 2.1993440e+01 9.5288021e+01 9.2135762e+02 9.0605959e+02 1.0550457e+00 6.7816788e-01 9.3788824e+02 9.3659490e+02 
6.1559796e+00 1.7517642e+11 1.9385827e-01 2.9462290e-02 9.8830256e+00 7.7447342e+01 9.1167229e+02 9.0235313e+02 1.2127087e-01 8.6526135e-02 9.3936334e+02 9.3807000e+02 
1.3577785e+01 1.3904359e+13 1.1139628e-01 7.8253919e-03 4.9621321e+01 6.7288779e+01 9.1920446e+02 8.7782080e+02 9.3194262e+00 5.6290222e+00 9.2570526e+02 9.2441192e+02 
3.0677254e+01 5.3855581e+14 2.4583216e-01 8.8763677e-02 2.5107612e+02 1.9784021e+02 1.0034962e+03 9.4152046e+02 3.3940215e+02 3.2146625e+02 5.6699137e+02 5.6569803e+02 
7.0188103e+00 1.3220130e+12 1.0620516e-01 7.6054844e-02 2.0885938e+01 9.3203701e+01 9.2020881e+02 9.0580475e+02 8.5671710e-01 5.5782105e-01 9.3819520e+02 9.3690186e+02 
8.2037010e+00 3.3388115e+12 9.3467250e-02 1.2983838e-02 2.8735224e+01 8.1825597e+01 9.2307852e+02 8.9823435e+02 2.2737890e+00 1.3569503e+00 9.3608082e+02 9.3478748e+02 
6.1081619e+00 1.3896507e+11 2.1301050e-01 5.4232108e-02 9.0334944e+00 8.0062760e+01 9.1019558e+02 9.0250648e+02 9.4254584e-02 7.0961732e-02 9.3940476e+02 9.3811141e+02 
1.2132773e+01 2.2264381e+13 7.7259794e-02 4.5565169e-02 5.4004062e+01 1.0304330e+02 9.2739675e+02 8.8546601e+02 1.4502705e+01 8.6551339e+00 9.1835473e+02 9.1706139e+02 
2.1261322e+01 5.7097503e+14 2.5244349e-01 7.9421963e-02 2.6489998e+02 2.0376755e+02 1.0176278e+03 9.5640737e+02 3.5929201e+02 3.4204266e+02 5.4757006e+02 5.4627673e+02 
3.7357410e+01 1.7326764e+14 1.6680616e-01 4.0102995e-02 1.2963750e+02 9.1451747e+01 9.1692596e+02 8.2030915e+02 1.2102372e+02 8.7244084e+01 7.8851518e+02 7.8722184e+02 
4.4194641e+01 3.6631380e+14 2.4831067e-01 7.4370419e-02 2.0437445e+02 1.4404770e+02 9.4176335e+02 8.7279027e+02 2.3542227e+02 2.1182050e+02 6.6332089e+02 6.6202756e+02 
4.4472279e+01 2.2518549e+14 2.5245580e-01 6.4443538e-02 1.6583307e+02 1.0857506e+02 9.0660596e+02 8.4010308e+02 1.5165060e+02 1.2784222e+02 7.5157274e+02 7.5027940e+02 
2.1682810e+01 6.1715774e+14 2.5091049e-01 5.1582695e-02 2.7135503e+02 1.8476416e+02 1.0385791e+03 9.6461555e+02 3.8783221e+02 3.6903093e+02 5.2717659e+02 5.2588325e+02 
8.9180717e+00 7.7120426e+12 7.6553628e-02 4.5130229e-02 3.7263161e+01 9.8038554e+01 9.2671141e+02 8.9768427e+02 4.9493588e+00 2.9399855e+00 9.3208275e+02 9.3078941e+02 
6.2221184e+00 1.3424645e+11 2.1860763e-01 8.5326515e-02 8.7751112e+00 8.2020570e+01 9.0895171e+02 9.0231885e+02 8.9395832e-02 7.0322032e-02 9.3941017e+02 9.3811684e+02 
5.2214039e+01 3.4671738e+14 1.9842190e-01 3.7422748e-02 1.6954885e+02 8.4044441e+01 9.3744482e+02 8.2457589e+02 2.2660730e+02 1.9047746e+02 6.7787614e+02 6.7658280e+02 
2.3944206e+01 8.4793534e+13 1.1924554e-01 8.6279318e-02 9.4754495e+01 1.2352115e+02 9.1768197e+02 8.5505133e+02 5.6532495e+01 3.8103014e+01 8.6241109e+02 8.6111775e+02 
2.4539764e+01 6.0241517e+13 1.3814364e-01 2.1799004e-02 8.5797023e+01 7.3000341e+01 9.1221170e+02 8.4357694e+02 4.1101629e+01 2.6113883e+01 8.8298298e+02 8.8168964e+02 
2.6854340e+01 7.4559136e+14 2.3797421e-01 8.0060130e-02 2.8160885e+02 2.1549628e+02 1.0894067e+03 1.0158828e+03 4.6632412e+02 4.5298319e+02 4.7629428e+02 4.7500094e+02 
1.9652170e+01 5.0618736e+14 2.6050270e-01 6.6014576e-02 2.5765436e+02 1.8892580e+02 9.9680572e+02 9.3615532e+02 3.1984074e+02 3.0013574e+02 5.7844417e+02 5.7715083e+02 
5.1228561e+01 2.7666706e+14 2.0893191e-01 2.8652479e-02 1.5692045e+02 6.1880138e+01 9.1729878e+02 8.0997471e+02 1.8450320e+02 1.4883549e+02 7.1951829e+02 7.1822496e+02 
1.8261135e+01 2.5417994e+13 1.3076334e-01 9.1119125e-02 6.2901904e+01 1.0410868e+02 9.1028248e+02 8.7259645e+02 1.5296274e+01 1.0316416e+01 9.1655320e+02 9.1525986e+02 
6.2041264e+00 3.5433421e+11 1.4432551e-01 5.6236465e-02 1.2868078e+01 8.5588033e+01 9.1579684e+02 9.0515826e+02 2.4279771e-01 1.6656014e-01 9.3916717e+02 9.3787383e+02 
8.0246172e+00 4.4316051e+12 7.9844423e-02 2.1311798e-03 3.0728288e+01 7.0296644e+01 9.2601829e+02 8.9736324e+02 3.0768933e+00 1.7887375e+00 9.3490698e+02 9.3361364e+02 
6.8958473e+00 1.4466284e+12 9.6442483e-02 4.2014743e-02 2.1015340e+01 9.0007704e+01 9.2181143e+02 9.0472498e+02 9.7320505e-01 6.0308203e-01 9.3803872e+02 9.3674538e+02 
1.9501482e+01 5.6282003e+14 2.5764197e-01 6.5239703e-02 2.6632349e+02 1.9380649e+02 1.0161739e+03 9.5231938e+02 3.5444842e+02 3.3600961e+02 5.5085225e+02 5.4955892e+02 
3.5603889e+01 1.5708184e+14 1.6203272e-01 7.6308991e-02 1.2456241e+02 1.1920086e+02 9.1247493e+02 8.3119124e+02 1.0808566e+02 7.9676768e+01 8.0156710e+02 8.0027377e+02 
5.7878914e+01 4.2058729e+14 2.2331366e-01 6.3391472e-02 1.8815780e+02 1.1370777e+02 9.4761224e+02 8.5252043e+02 2.6937308e+02 2.4194385e+02 6.3928297e+02 6.3798963e+02 
2.4045296e+01 7.8541174e+14 2.3417838e-01 5.4590126e-02 2.8680318e+02 1.9826764e+02 1.1125645e+03 1.0259225e+03 4.9065450e+02 4.7644684e+02 4.6103866e+02 4.5974532e+02 
1.1445626e+01 1.9679228e+13 7.5700834e-02 4.1773872e-03 5.1626437e+01 7.3427478e+01 9.2883335e+02 8.8239954e+02 1.3713319e+01 7.9271693e+00 9.1963601e+02 9.1834267e+02 
6.1608114e+00 3.8464641e+11 1.4324197e-01 7.0128244e-02 1.3548620e+01 8.7692822e+01 9.1637900e+02 9.0624395e+02 2.5990718e-01 1.8043829e-01 9.3913690e+02 9.3784356e+02 
8.4549818e+00 4.9211203e+12 8.3810262e-02 4.7176138e-02 3.2324917e+01 9.5476055e+01 9.2465297e+02 8.9982039e+02 3.1660513e+00 1.9083007e+00 9.3471675e+02 9.3342341e+02 
1.2439070e+01 1.2613444e+13 1.0199300e-01 2.7027469e-03 4.7107129e+01 5.7783150e+01 9.2167746e+02 8.8087194e+02 8.5656179e+00 5.0958358e+00 9.2683611e+02 9.2554277e+02 
2.8155575e+01 7.5468414e+14 2.3740505e-01 4.1729744e-02 2.8176595e+02 1.7733940e+02 1.0994065e+03 1.0088530e+03 4.7202264e+02 4.5602167e+02 4.7435196e+02 4.7305862e+02 
3.0757780e+01 7.0110348e+14 2.3682129e-01 6.8046415e-02 2.7247817e+02 1.9762779e+02 1.0709760e+03 9.9246082e+02 4.3908987e+02 4.2328052e+02 4.9575199e+02 4.9445866e+02 
6.7121711e+00 8.0081302e+11 1.1501256e-01 5.9427183e-02 1.7126971e+01 8.9035718e+01 9.1848427e+02 9.0503344e+02 5.3942723e-01 3.5332625e-01 9.3869880e+02 9.3740546e+02 
